1,2,5
1,9,4
2,1,3
2,9,4
3,2,3
3,5,4
3,7,4
3,9,4
3,10,4
4,6,3
4,9,5
5,1,4
5,2,3
5,4,4
5,7,4
5,9,4
5,10,3
6,2,2
6,5,4
6,6,4
6,7,4
6,10,2
7,1,3
7,2,2
7,5,4
7,9,3
8,1,5
8,2,4
8,3,5
8,4,2
8,6,4
8,7,5
8,9,3
9,1,3
9,2,3
9,3,4
9,4,3
9,7,4
9,8,5
9,10,3
10,1,4
10,2,3
10,5,3
10,7,3
11,1,5
11,3,5
11,4,3
11,5,3
11,7,5
11,8,4
11,9,4
12,1,2
12,2,3
13,1,4
13,2,4
14,1,5
14,7,5
14,8,3
14,9,4
15,3,4
15,10,2
16,1,3
16,2,3
17,1,4
17,2,1
17,9,4
18,1,5
18,2,5
18,4,4
18,6,4
18,7,4
18,8,4
18,10,2
19,6,2
19,7,3
19,8,3
19,10,2
20,1,4
20,2,1
20,9,4
