"Canada",10,19.2693868305462,39055.2420577879,0.375832623603336,1.11395972071239,8,"NorthAmerica"
"Lao PDR",37,10.9583468690353,2466.84400707267,0.118768468306797,2.01757029860699,1.39999997615814,"Asia"
"Lithuania",10,37.4689318121155,19627.7374748393,0.223062634724233,-2.09694341985475,17.7999992370605,"Europe"
"Cambodia",26,10.6327675469019,2131.22284963842,0.136547374262118,1.54834755040722,1.60000002384186,"Asia"
"Switzerland",8,17.5340465676194,48492.1347928325,0.10213961312922,1.0415580576588,4.5,"Europe"
"Ethiopia",44,12.7255134512378,967.146395427051,0.0770979142158957,2.62587704641773,5.40000009536743,"Africa"
"Bahamas, The",13,17.7069294494343,29893.1049676759,0.228668475418326,1.68006301376313,14.1000003814697,"NorthAmerica"
"Burkina Faso",49,11.6190281020305,1325.22787861401,0.0817286039753057,2.90742431887266,3.29999995231628,"Africa"
"Ghana",37,20.1575043319049,1635.28159907361,0.226803729805765,2.3830748996165,3.59999990463257,"Africa"
"Japan",11,18.0710653163742,33916.4717484372,0.27083155740552,-0.0843101632741075,5,"Asia"
"Slovenia",17,42.6812121256028,26955.0142036038,0.277583765177116,0.43607948463593,7.19999980926514,"Europe"
"Guatemala",17,12.6520337739445,4740.93657215708,0.163523089262259,2.48922828265719,3.5,"NorthAmerica"
"Bosnia and Herzegovina",13,40.0991570779804,8709.90483165269,0.929183755640658,-0.195262664524603,27.2000007629395,"Europe"
"Kuwait",19,38.1417082736869,43036.2790742822,0.727752114090744,4.84468928134661,1.60000002384186,"Asia"
"Russian Federation",23,27.3731360873871,20540.8505013206,0.595179669782054,0.33696949567002,7.30000019073486,"Europe"
"Jordan",18,25.2989825422244,5774.59087910753,0.59637157411863,2.19053989269163,12.5,"Asia"
"Liberia",29,20.9711028575089,541.927887221862,0.372692978601239,3.51090057121966,3.70000004768372,"Africa"
"Maldives",22,30.8534654284653,8074.26827343267,0.408569174639537,1.87003593113879,11.6999998092651,"Asia"
"Pakistan",18,17.5003544764524,2557.29717974045,0.364493616605197,1.78030432229361,5.09999990463257,"Asia"
"Oman",9,23.8896062546432,27237.1484305019,0.749305430503556,5.10700813414887,8.30000019073486,"Asia"
"Tanzania",31,24.0285112868684,1417.64556244733,0.110579225820054,3.01011693183804,3,"Africa"
"Cabo Verde",18,19.7202059533487,4421.80778084704,0.164975022795486,0.387747515290286,7.69999980926514,"Africa"
"New Zealand",9,46.8523464834631,30337.6780735597,0.238103746616154,1.19767427293062,6.5,"Oceania"
"Slovak Republic",16,36.5315842682393,23903.9006999472,0.280069495615137,0.0931912731899838,14.3999996185303,"Europe"
"Uruguay",22,30.5094892842927,13828.8492719084,0.142494405122948,0.343146248881466,6.80000019073486,"SouthAmerica"
"India",20,16.1877875648035,3425.58807879017,0.486400935766968,1.2928487950186,3.5,"Asia"
"Azerbaijan",26,20.8724832214765,9799.5046190974,0.515408589855476,1.18978770786007,5.59999990463257,"Europe"
"Kenya",24,22.4144038451842,1618.5262821801,0.187690287580573,2.68666534106081,9.30000019073486,"Africa"
"Turkey",14,35.4252320099119,16195.1849488346,0.255077714783892,1.25050393789875,11.8999996185303,"Asia"
"Afghanistan",77,50.6072915660018,1301.61869711715,0.222818888637442,2.4584170854777,8.5,"Asia"
"Bangladesh",34,10.6437205640073,1611.08844780742,0.230629113688564,1.0793323621772,4.5,"Asia"
"Korea, Rep.",7,19.8707341305946,28210.1161468671,0.407187455042924,0.46317646985843,3.70000004768372,"Asia"
"France",11,49.7937750423396,34760.0201756847,0.159820796803226,0.506134561624645,9.30000019073486,"Europe"
"Namibia",20,29.1389750172805,6702.61365749195,0.217437257555547,1.64118372840351,22.1000003814697,"Africa"
"Peru",17,16.7126586253567,9354.80216734357,0.210336649212019,1.12902637238898,4,"SouthAmerica"
"Nigeria",39,9.59802885222322,2346.57344193037,0.210558496839987,2.74654763253572,7.59999990463257,"Africa"
"Norway",7,35.3044846725932,57739.0411505038,0.202574277915853,1.24566617956207,3.59999990463257,"Europe"
"Cote d'Ivoire",36,16.1793868471306,1937.89624453478,0.157849487063792,1.99722801904528,4,"Africa"
"Benin",32,14.1311138708636,1453.6988814382,0.37533719275987,2.86960132094712,1,"Africa"
"Togo",28,14.4190239111227,948.441142158519,0.257510466086216,2.59534066386181,7.69999980926514,"Africa"
"Armenia",18,22.9973623470093,5631.27099248446,0.25291550866336,-0.157055826202578,19,"Europe"
"Dominican Republic",10,14.8161836004026,9145.09380433681,0.228855874687473,1.33192851010666,12.3999996185303,"NorthAmerica"
"Ukraine",33,40.9325964441989,6633.12623322331,1.00177004081847,-0.397285236005943,8.10000038146973,"Europe"
"Bahrain",15,19.4675327361867,27807.824477837,0.695428470972759,4.91074704991069,7.5,"Asia"
"Finland",8,40.2424968107249,36586.1574218115,0.315169480504144,0.457494535465831,8.39999961853027,"Europe"
"Central African Republic",62,17.607463097427,958.788129709241,0.063305200422497,1.94231659712798,7.59999990463257,"Africa"
"Mauritius",10,22.6649129433472,13509.280776965,0.237977049205887,0.461041617043606,7.69999980926514,"Africa"
"Belarus",30,31.3075414420466,13758.130055775,0.476558195380528,-0.178975675505685,10,"Europe"
"Mali",32,14.4853061618156,1204.8801514596,0.0369933505910315,3.0981677014634,8.10000038146973,"Africa"
"Bulgaria",18,30.852452849257,14407.6391267455,0.419309423913987,-0.658275446635908,10.1999998092651,"Europe"
"United States",5,25.8959908545757,48357.684512524,0.363213502603906,0.829319901089049,9.69999980926514,"NorthAmerica"
"Romania",13,40.4450141849789,16254.035183383,0.239279089479038,-0.593959183588628,7.30000019073486,"Europe"
"Angola",49,26.0623905113366,5554.07227225869,0.28014861018184,3.23594954587449,7.59999990463257,"Africa"
"Egypt, Arab Rep.",15,28.8602519476214,6337.05104639023,0.413881992739652,1.67995670039064,9,"Africa"
"South Africa",35,32.8430438408158,10284.2043139909,0.87906960859669,1.33053918635563,24.7000007629395,"Africa"
"Cyprus",5,42.4259948468365,31093.3359623995,0.29887403379479,1.19696740172674,6.30000019073486,"Europe"
"Qatar",20,18.7227175619449,83512.2394409601,0.482684744972385,11.2152704069701,0.400000005960464,"Asia"
"Malaysia",10,18.7831668589048,15184.6347406342,0.50494907897024,1.73196503977479,3.40000009536743,"Asia"
"Austria",8,40.0083630104529,40396.5316175577,0.197384471140669,0.292401673539314,4.40000009536743,"Europe"
"Mozambique",28,24.141961919391,885.736345286898,0.135772092812218,2.56199055546967,7.5,"Africa"
"Uganda",31,16.3119128123218,1243.03215137552,0.089576211792586,3.35965514198044,4.19999980926514,"Africa"
"Kyrgyz Republic",72,21.1429459548131,2229.46846912797,0.526836528592069,1.19286442880631,8.60000038146973,"Asia"
"Hungary",18,44.7637712653913,21134.8374915488,0.239332247908311,-0.226013875689698,11.1999998092651,"Europe"
"Brazil",17,26.6887372422993,11089.5071321115,0.193901137203805,0.884609442807871,7.90000009536743,"SouthAmerica"
"Costa Rica",14,26.5735193703897,11503.6916422088,0.14464953742854,1.47257967786862,7.30000019073486,"NorthAmerica"
"Luxembourg",7,39.5740790686395,84064.1424676684,0.25409485557157,1.8254058035237,4.40000009536743,"Europe"
"Ireland",10,62.1490521785414,41127.6368541722,0.213276339588447,0.544884384079014,13.8999996185303,"Europe"
"Czech Republic",20,35.4796511627907,25940.1757732401,0.411293778538529,0.29136167418042,7.30000019073486,"Europe"
"Australia",8,26.8829967925777,38945.3290752409,0.43480775859683,1.55571653401651,5.19999980926514,"Oceania"
"Algeria",23,24.4705363242904,7975.80213280393,0.417702419627352,1.85043776574628,10,"Africa"
"El Salvador",10,20.7971687762334,6550.02070543515,0.153417001505833,0.559780504563458,7,"NorthAmerica"
"Chile",16,20.5959320460344,18234.9842014209,0.231046071266257,0.931579124826456,8.10000038146973,"SouthAmerica"
"Belgium",9,43.9303423848878,38229.1735977926,0.261558030689938,0.913639391631709,8.30000019073486,"Europe"
"Belize",21,25.2657200085843,7455.62178495141,0.183288828968897,2.48663181119864,8.30000019073486,"NorthAmerica"
"Sierra Leone",31,20.2408671268638,1096.4296678164,0.109312774026202,1.94498299278968,3.40000009536743,"Africa"
"Georgia",11,26.3530058790011,5001.52740615898,0.280242903449346,0.945436151990522,16.2999992370605,"Europe"
"Denmark",5,42.0299184512267,40914.3528326962,0.203996993689859,0.444197154509531,7.5,"Europe"
"Philippines",14,16.8775629479525,3909.66041863656,0.223330979390866,1.68127408228778,7.30000019073486,"Asia"
"Moldova",35,34.9775811452534,3073.36815945489,0.443491096893729,-0.0998646340688359,7.40000009536743,"Europe"
"Portugal",14,45.3282232101794,25869.3224854996,0.191434985199387,0.0459100367184907,10.8000001907349,"Europe"
"Morocco",17,30.359871031405,4695.79913732254,0.335147759512291,1.16276661492869,9.10000038146973,"Africa"
"Croatia",16,37.8571246143536,18726.0676537975,0.252436412423118,-0.253199032047199,11.8000001907349,"Europe"
"Mongolia",47,26.5591980424675,4046.61485754283,1.04858225246107,1.50477466771639,6.5,"Asia"
"Thailand",13,18.6232989184074,8787.71131868217,0.506031137938957,0.188395184979775,1,"Asia"
"Macedonia, FYR",11,30.3067278942267,11367.389006236,0.454985491455163,0.078900273296267,32,"Europe"
"Estonia",5,34.6674202894331,20519.5202894683,0.6685068485981,-0.120431279588713,16.8999996185303,"Europe"
"Sweden",6,32.7196061999124,39568.6211931727,0.141519822166104,0.852524628765313,8.60000038146973,"Europe"
"Hong Kong SAR, China",5,17.3993110019625,47142.5657777179,0.109587371958237,0.734446396338105,4.30000019073486,"Asia"
"Rwanda",34,15.678187006884,1161.69159386484,0.047188562170547,2.87446778597371,0.600000023841858,"Africa"
"Spain",10,31.0825156366558,31297.7287637671,0.184993754449306,0.460408305051304,20.2000007629395,"Europe"
"Colombia",13,25.3641045356784,9296.46625584918,0.175276439471133,1.39244610123457,11.6000003814697,"SouthAmerica"
"Madagascar",24,8.91544851227258,934.224231767078,0.102228305477199,2.80876581969178,3.59999990463257,"Africa"
"Italy",18,42.157553143943,32887.3859462602,0.204262736669387,0.481764994362398,8.39999961853027,"Europe"
"Nepal",35,15.6352008846605,1325.25244907241,0.105543722225236,1.12781713209342,2.70000004768372,"Asia"
"Singapore",4,12.8473176222425,57557.1937894669,0.0462703660969572,1.77066120652919,3.09999990463257,"Asia"
"Netherlands",6,45.4879011024406,41578.9724080028,0.26355545365628,0.512923100553586,4.5,"Europe"
"Suriname",19,20.8615608106388,7826.58307193604,0.580130707709646,0.916062065944052,12.8999996185303,"SouthAmerica"
"Israel",10,39.2456049105679,28588.829697767,0.324183620835783,1.82675240987847,6.59999990463257,"Asia"
"Iceland",9,39.7090200471409,36633.2248267266,0.16838617443902,-0.143903000294037,7.59999990463257,"Europe"
"Zambia",51,17.155270962003,1507.83170362163,0.121810193124609,3.01039366650975,13.1999998092651,"Africa"
"Senegal",14,15.5364221617393,1845.76072468647,0.295309596911016,2.84885484452168,9.89999961853027,"Africa"
"Trinidad and Tobago",19,33.053857528316,25797.883307857,1.47923495649657,0.420808939652685,5.90000009536743,"NorthAmerica"
"Germany",7,32.1130260521042,38310.4782477668,0.237920326901963,-0.153198446937304,7.09999990463257,"Europe"
"Poland",17,36.2415874285862,20384.2405559663,0.407600764803475,0.0840502566232696,9.60000038146973,"Europe"
"Sri Lanka",19,19.2839390560918,5062.00642291875,0.121572019600757,0.987770481670205,4.90000009536743,"Asia"
"Latvia",11,35.6251190038266,17594.1525329899,0.20637909155319,-2.08130508988111,18.7000007629395,"Europe"
"Honduras",22,22.7480069231437,3884.8454800803,0.273843424033738,2.00602470738586,4.80000019073486,"NorthAmerica"
"Tunisia",17,27.8401443272677,9345.98345789317,0.262476611116541,1.04342806820235,13,"Africa"
"Nicaragua",25,15.2934546197243,3581.91892039012,0.218036425133626,1.36407356223566,8,"NorthAmerica"
"Congo, Dem. Rep.",63,13.737936104666,369.323734727609,0.132351710197912,2.77963872089494,7.19999980926514,"Africa"
"Serbia",16,41.2384646053581,11093.2491168786,0.568236028451679,-0.402005900874718,19.2000007629395,"Europe"
"Botswana",41,30.8107215545891,14290.183707398,0.185941422260157,0.899049578694651,17.8999996185303,"Africa"
"United Kingdom",6,45.2951134715253,34257.0489002568,0.2295844724951,0.814723903160786,7.80000019073486,"Europe"
"Greece",19,50.2332872500189,27998.8012903223,0.273904530103968,0.219050225210255,12.5,"Europe"
"Paraguay",33,16.0989947790113,5845.29993418018,0.134408408448543,1.75435260342612,5.69999980926514,"SouthAmerica"
"Lebanon",33,26.7618716004646,13520.5048086246,0.34762110397233,2.19309731799995,8.89999961853027,"Asia"
